SN	REGION CODE	REGION NAME	DISTRICT CODE	DISTRICT (CENTRAL GOVERNMENT)	DISTRICT	OLD ID	TEMP ID (CURRENT)	CURRENT ID	NAME	ALTERNATIVE NAME(S)	STATUS	REMARKS	HMIS (MSIMBO)	DIVISION	WARD	VILLAGE/STREET	REGISTRATION No.	HF TYPE	OWNERSHIP	OWNERSHIP DETAIL	LATITUDE	LONGITUDE	SOURCE
5446	16	Kigoma	1	Kibondo District	Kibondo DC	1601082	30	1601030	Kiga		Operating		20	Kakonko	Rugange	Kiga		Dispensary	Government	LGA			
5447	16	Kigoma	1	Kibondo District	Kibondo DC	1601083	31	1601031	Kigaga		Operating		21	Kibondo	Rugongwe	Kigaga		Dispensary	Government	LGA			
5448	16	Kigoma	1	Kibondo District	Kibondo DC	1601087	32	1601032	Kigendeka		Operating		58	Kibondo	Busagara	Kigendeka		Dispensary	Government	LGA	-3.77437	30.6893	
5449	16	Kigoma	1	Kibondo District	Kibondo DC	1601088	33	1601033	Kigogo		Operating		22	Mabamba	Itaba	Kigogo		Dispensary	Government	LGA	-3.63121	30.55773	
5450	16	Kigoma	1	Kibondo District	Kibondo DC	1601095	34	1601034	Kinonko		Operating		23	Kakonko	Kasuga	Kinonko		Dispensary	Government	LGA			
5451	16	Kigoma	1	Kibondo District	Kibondo DC	1601294	35	1601035	Kisogwe		Operating		Not Allocated	Kibondo	Busunzu	Kisogwe		Dispensary	Government	LGA			
5452	16	Kigoma	1	Kibondo District	Kibondo DC	1601098	36	1601036	Kitahana		Operating		24	Kibondo	Kitahana	Kitahana		Dispensary	Government	LGA			
5487	16	Kigoma	1	Kibondo District	Kibondo DC		73	1601073	Kiyobera		Operating			Kakonko				Dispensary	Government	LGA			
5453	16	Kigoma	1	Kibondo District	Kibondo DC	1601298	37	1601037	Kumkugwa		Operating		59	Kibondo	Misezero	Kumkugwa		Dispensary	Government	LGA			
5454	16	Kigoma	1	Kibondo District	Kibondo DC	1601104	38	1601038	Kumsenga		Operating		25	Mabamba	Kumsenga	Kumsenga		Dispensary	Government	LGA			
5455	16	Kigoma	1	Kibondo District	Kibondo DC	1601105	39	1601039	Kumubanga		Operating		62	Kibondo	Murungu	Kumubanga		Dispensary	Government	LGA	-3.63547	30.90242	
5456	16	Kigoma	1	Kibondo District	Kibondo DC	1601233	40	1601040	Kumuhama		Operating		63	Kibondo	Bitare	Kumuhama		Dispensary	Government	LGA			
5457	16	Kigoma	1	Kibondo District	Kibondo DC	1601103	41	1601041	Kumuhasha		Operating		26	Kibondo	Murungu	Kumuhasha		Dispensary	Government	LGA	-3.64912	30.83617	
5488	16	Kigoma	1	Kibondo District	Kibondo DC	1601449	74	1601074	Lugunga		Operating							Dispensary			-3.64912	30.83617	
5458	16	Kigoma	1	Kibondo District	Kibondo DC	1601110	42	1601042	Mabamba		Operating		27	Mabamba	Mabamba	Mabamba		Health Centre	Government	LGA	-3.57098180103	30.4963356537	
5489	16	Kigoma	1	Kibondo District	Kibondo DC		75	1601075	Mbizi		Operating			Kakonko				Dispensary	Government	LGA	-3.57098180103	30.4963356537	
5459	16	Kigoma	1	Kibondo District	Kibondo DC	1601127	43	1601043	Minyinya		Operating		28	Kibondo	Bunyambo	Minyinya		Dispensary	Government	LGA	-3.5421	30.66066	
5460	16	Kigoma	1	Kibondo District	Kibondo DC	1601140	44	1601044	Mugunzu		Operating		29	Kasanda	Mugunzu	Mugunzu		Dispensary	Government	LGA			
5461	16	Kigoma	1	Kibondo District	Kibondo DC	1601141	45	1601045	Muhange		Operating		30	Kakonko	Muhange	Muhange		Dispensary	Government	LGA			
5462	16	Kigoma	1	Kibondo District	Kibondo DC	1601322	46	1601046	Mukabuye		Operating		31	Mabamba	Itaba	Mukabuye		Dispensary	Government	LGA			
5463	16	Kigoma	1	Kibondo District	Kibondo DC	1601323	47	1601047	Mukarazi		Operating		32	Mabamba	Mabamba	Mukarazi		Dispensary	Government	LGA			
5464	16	Kigoma	1	Kibondo District	Kibondo DC	1601164	48	1601048	Nabuhima		Operating		33	Kibondo	Kibondo Mjini	Nabuhima		Dispensary	Government	LGA			
5465	16	Kigoma	1	Kibondo District	Kibondo DC		49	1601049	Neema		Operating		69	Kibondo		Kibondo		Dispensary	Government	LGA			
5466	16	Kigoma	1	Kibondo District	Kibondo DC	1601166	50	1601050	Nengo		Operating		34	Kibondo	Kibondo Mjini	Nengo		Dispensary	Government	LGA			
5467	16	Kigoma	1	Kibondo District	Kibondo DC	1601170	51	1601051	Nyabibuye		Operating		35	Kakonko	Nyabibuye	Nyabibuye		Dispensary	Government	LGA	-3.03947115607	30.8404959298	
5468	16	Kigoma	1	Kibondo District	Kibondo DC	1601444	52	1601052	Nyabitaka		Operating		36	Mabamba	Kizazi	Nyabitaka		Dispensary	Government	LGA			
5469	16	Kigoma	1	Kibondo District	Kibondo DC	1601171	53	1601053	Nyagwijima		Operating		37	Kasanda	Mgunzu	Nyagwijima		Dispensary	Government	LGA			
5470	16	Kigoma	1	Kibondo District	Kibondo DC	1601172	54	1601054	Nyakasanda		Operating		38	Mabamba	Mabamba	Nyakasanda		Dispensary	Government	LGA	-3.6069	30.4686	
5471	16	Kigoma	1	Kibondo District	Kibondo DC	1601173	55	1601055	Nyakayenzi		Operating		39	Kakonko	Kasuga	Nyakayenzi		Dispensary	Government	LGA			
5472	16	Kigoma	1	Kibondo District	Kibondo DC	1601445	56	1601056	Nyamisivyi		Operating		40	Kibondo	Kibondo Mjini	Nyamisivyi		Dispensary	Government	Prisons			
5473	16	Kigoma	1	Kibondo District	Kibondo DC	1601179	57	1601057	Nyamtukuza		Operating		41	Kakonko	Nyamtukuza	Nyamtukuza		Dispensary	Government	LGA	-2.94950389972	30.9773424977	
5474	16	Kigoma	1	Kibondo District	Kibondo DC	1601235	58	1601058	Nyange		Operating		64	Mabamba	Mabamba	Nyange		Dispensary	Government	LGA			
5475	16	Kigoma	1	Kibondo District	Kibondo DC	1601184	59	1601059	Nyanzige		Operating		42	Kakonko	Nyamtukuza	Kinyinya		Health Centre	Government	LGA	-2.94950389972	30.9773424977	
5490	16	Kigoma	1	Kibondo District	Kibondo DC		79	1601079	Nyanzige		Operating			MANYOVU				Dispensary	Government	LGA	-2.94950389972	30.9773424977	
5476	16	Kigoma	1	Kibondo District	Kibondo DC	1601187	60	1601060	Nyarugunga		Operating		43	Mabamba	Kizazi	Kumshwabure		Dispensary	Government	LGA			
5477	16	Kigoma	1	Kibondo District	Kibondo DC	1601188	61	1601061	Nyarugusu		Operating		44	Mabamba	Kizazi	Nyarugusu		Dispensary	Government	LGA			
5478	16	Kigoma	1	Kibondo District	Kibondo DC	1601190	62	1601062	Nyaruyoba		Operating		45	Kibondo	Busagara	Nyaruyoba		Dispensary	Government	LGA			
5479	16	Kigoma	1	Kibondo District	Kibondo DC	1601195	63	1601063	Rugunga		Operating		46	Kibondo	Kitahana	Rugunga		Dispensary	Government	LGA			
5480	16	Kigoma	1	Kibondo District	Kibondo DC	1601198	64	1601064	Rumashi		Operating		47	Kakonko	Nyabibuye	Rumashi		Dispensary	Government	LGA			
5481	16	Kigoma	1	Kibondo District	Kibondo DC	1601446	65	1601065	Rusohoko		Operating		68	Kibondo	Kitahana	Rusohoko		Dispensary	Government	LGA			
5482	16	Kigoma	1	Kibondo District	Kibondo DC	1601203	66	1601066	Samvura		Operating		48	Kibondo	Bunyambo	Samvura		Dispensary	Government	LGA			
5483	16	Kigoma	1	Kibondo District	Kibondo DC	1601237	67	1601067	Twabagondozi		Operating		65	Kibondo	Misezero	Twabagondozi		Dispensary	Government	LGA			
5584	16	Kigoma	3	Kigoma District	Kigoma DC	1603006	1	1603001	Basanza		Operating		3	Nguruka	Uvinza	Basanza		Dispensary	Government	LGA			
5585	16	Kigoma	3	Kigoma District	Kigoma DC	1603007	2	1603002	Bigabiro		Operating		4	Mwandiga	Kagongo	kagongo		Dispensary	FBO	FPCT	-4.80776202583	29.6917777905	
5586	16	Kigoma	3	Kigoma District	Kigoma DC	1603009	3	1603003	Bitale		Operating		5	Mahembe	Bitale	Bitale		Health Centre	Government	LGA	-4.76667	29.68333	
5587	16	Kigoma	3	Kigoma District	Kigoma DC	1603010	4	1603004	Bubango		Operating		6	Mahembe	Bitale	Bubango		Dispensary	Government	LGA			
5666	16	Kigoma	3	Kigoma District	Kigoma DC		88	1603088	Bugamba		Operating				Mwamgongo	Bugamba		Dispensary	Government	LGA			
5651	16	Kigoma	3	Kigoma District	Kigoma DC		73	1603073	Buhingu		Operating			Buhingu	Buhingu	Mgambo		Dispensary	Government	LGA			
5588	16	Kigoma	3	Kigoma District	Kigoma DC	1603017	7	1603007	Bulombora		Operating		8	Ilagala	Ilagala	Kaseke		Dispensary	Government	TPDF			
5589	16	Kigoma	3	Kigoma District	Kigoma DC	1603020	8	1603008	Chagu		Operating		9	Nguruka	Mtegowanoti	Chagu		Dispensary	Government	LGA	-4.98333	31.2	
5590	16	Kigoma	3	Kigoma District	Kigoma DC	1603022	9	1603009	Chakulu		Operating		10	Nguruka	Uvinza	Chakulu		Dispensary	Government	LGA			
5591	16	Kigoma	3	Kigoma District	Kigoma DC	1603247	10	1603010	Chankabwimba		Operating		81	Mahembe	Mahembe	Chankabwimba		Dispensary	Government	LGA			
5592	16	Kigoma	3	Kigoma District	Kigoma DC	1603023	11	1603011	Chankele		Operating		1603001	Mahembe	Bitale	Chankele		Dispensary	Government	LGA	-4.70116	29.68317	
5652	16	Kigoma	3	Kigoma District	Kigoma DC	1603025	74	1603074	Faraja		Operating		Not Allocated		Kalinzi	Kalinzi		Dispensary			-4.70116	29.68317	
5653	16	Kigoma	3	Kigoma District	Kigoma DC	1603027	75	1603075	Furaha		Operating		64	Kalinzi	Kalinzi	Kalinzi		Dispensary	Private	Private	-4.63489086322	29.7774991777	
5593	16	Kigoma	3	Kigoma District	Kigoma DC	1603028	12	1603012	Gombe		Operating		11	Kalinzi	Mwamgongo	Mwamgongo		Dispensary	Government	Parastatal			
5594	16	Kigoma	3	Kigoma District	Kigoma DC	1603031	13	1603013	Herembe		Operating		12	Buhingu	Sigunga	Herembe		Dispensary	Government	LGA			
5595	16	Kigoma	3	Kigoma District	Kigoma DC	1603036	14	1603014	Igalula		Operating		13	Buhingu	Igalula	Igalula		Dispensary	Government	LGA	-5.3	30.88333	
5597	16	Kigoma	3	Kigoma District	Kigoma DC	1603037	16	1603016	Ilagala		Operating		14	Ilagala	Ilagala	Ilagala		Dispensary	Government	LGA	-5.20008	29.83501	
5596	16	Kigoma	3	Kigoma District	Kigoma DC	1603038	15	1603015	Ilagala prison		Operating		15	Ilagala	Ilagala	Ilagala		Dispensary	Government	Prisons			
5598	16	Kigoma	3	Kigoma District	Kigoma DC	1603039	17	1603017	Ilalangulu		Operating		16	Nguruka	Mtegowanoti	Ilalangulu		Dispensary	Government	LGA			
5599	16	Kigoma	3	Kigoma District	Kigoma DC	1603049	18	1603018	Kagunga		Operating		17	Kalinzi	Kagunga	Kagunga		Dispensary	Government	LGA	-4.48333	29.65	
5600	16	Kigoma	3	Kigoma District	Kigoma DC	1603054	19	1603019	Kalenge		Operating		18	Ilagala	Kandaga	Kalenge		Dispensary	Government	LGA			
5655	16	Kigoma	3	Kigoma District	Kigoma DC		77	1603077	Kalilani		Operating			Buhingu				Dispensary	Government	LGA			
5601	16	Kigoma	3	Kigoma District	Kigoma DC	1603055	20	1603020	Kalinzi		Operating		19	Kalinzi	Kalinzi	Kalinzi		Dispensary	Government	LGA	-4.613	29.7408	
5602	16	Kigoma	3	Kigoma District	Kigoma DC	1603056	21	1603021	Kalya		Operating		20	Buhingu	Kalya	Kalya		Dispensary	Government	LGA	-6.47149	30.00922	
5603	16	Kigoma	3	Kigoma District	Kigoma DC	1604058	22	1603022	Kamara		Operating		67	Mwandiga	Mungonya	Kamara		Dispensary	Government	LGA	-4.85109	29.73783	
5604	16	Kigoma	3	Kigoma District	Kigoma DC	1603059	23	1603023	Kandaga		Operating		21	Ilagala	Kandaga	Kandaga		Dispensary	Government	LGA			
5605	16	Kigoma	3	Kigoma District	Kigoma DC	1603061	24	1603024	Kaparamsenga		Operating		22	Buhingu	Sigunga	Kaparamsenga		Dispensary	Government	LGA			
5656	16	Kigoma	3	Kigoma District	Kigoma DC	1603062	78	1603078	Karago		Operating		163079	Ilagala	Sunuka	Karago		Dispensary	Government	LGA	-5.26667	29.8	
5606	16	Kigoma	3	Kigoma District	Kigoma DC	1603064	25	1603025	Kaseke		Operating		23	Ilagala	Ilagala	Kaseke		Dispensary	Government	LGA	-5.01667	29.78333	
5607	16	Kigoma	3	Kigoma District	Kigoma DC	1603066	26	1603026	Kashagulu		Operating		24	Buhingu	Kalya	Kashagulu		Dispensary	Government	LGA	-6.35072339332	30.0745341752	
5657	16	Kigoma	3	Kigoma District	Kigoma DC		79	1603079	Kasuku		Operating			Ilagala		Kasuku		Dispensary	Government	LGA			MoHSW
5658	16	Kigoma	3	Kigoma District	Kigoma DC		80	1603080	Katumbi		Operating			Buhingu		Katumbi		Dispensary	Government	LGA			MoHSW
5608	16	Kigoma	3	Kigoma District	Kigoma DC	1603073	27	1603027	Kazuramimba		Operating		25	Ilagala	Kandaga	Kazuramimba		Dispensary	Government	LGA	-4.94091979722	29.9770942803	
5609	16	Kigoma	3	Kigoma District	Kigoma DC	1603080	28	1603028	Kidahwe		Operating		163026	Mahembe	Matendo	Kidahwe		Dispensary	Government	LGA	-4.85798390638	29.9148578068	
5667	16	Kigoma	3	Kigoma District	Kigoma DC		89	1603089	Kigalye		Operating				Kagongo	Kigalye		Dispensary	Government	LGA			
5659	16	Kigoma	3	Kigoma District	Kigoma DC		81	1603081	Kiganza		Operating			Mwandiga	Mwandiga	Kiganza		Dispensary	FBO	RC			MoHSW
5660	16	Kigoma	3	Kigoma District	Kigoma DC		82	1603082	Kilando		Operating			Ilagala				Dispensary	Government	LGA			MoHSW
5610	16	Kigoma	3	Kigoma District	Kigoma DC	1603096	30	1603030	Kirando		Operating		65		Sunuka	Kirando		Dispensary	Government	LGA	-5.39953	29.75365	
5611	16	Kigoma	3	Kigoma District	Kigoma DC	1603101	31	1603031	Kizenga		Operating		27	Mahembe	Bitale	Kizenga		Dispensary	Government	LGA	-4.7050897731	29.7489749851	
5612	16	Kigoma	3	Kigoma District	Kigoma DC	1603102	32	1603032	Kiziba		Operating		163266	Kalinzi	Mwamgongo	Kiziba		Dispensary	Government	LGA	-4.51667	29.65	
5613	16	Kigoma	3	Kigoma District	Kigoma DC	1603107	33	1603033	Kwitanga		Operating		28	Mahembe	Mahembe	Kwitanga		Dispensary	Government	Prisons			
5614	16	Kigoma	3	Kigoma District	Kigoma DC		34	1603034	Lubalizi		Operating		Not Allocated		Sigunga	Lubalizi		Dispensary					
5615	16	Kigoma	3	Kigoma District	Kigoma DC	1603109	35	1603035	Lugufu		Operating		Not Allocated		Uvinza	Lugufu		Dispensary					
5668	16	Kigoma	3	Kigoma District	Kigoma DC		90	1603090	Lyabusende		Operating				Sunuka	Lyabusende		Dispensary	Government	LGA			
5616	16	Kigoma	3	Kigoma District	Kigoma DC	1603113	37	1603037	Mahale		Operating		Not Allocated	Buhingu	Mgambo	Kalilani		Dispensary	Government	Parastatal			
5617	16	Kigoma	3	Kigoma District	Kigoma DC	1603114	38	1603038	Mahembe		Operating		29	Buhingu	Mahembe	Mahembe		Dispensary	Government	LGA	-4.8025	29.7418	
5618	16	Kigoma	3	Kigoma District	Kigoma DC	1603116	39	1603039	Malagarasi		Operating		30	Nguruka	Mganza	Maragarasi		Dispensary	Government	LGA	-5.10072	30.82168	
5619	16	Kigoma	3	Kigoma District	Kigoma DC	1603119	40	1603040	Matendo		Operating		31	Mahembe	Matendo	Matendo		Dispensary	Government	LGA	-4.85798390638	29.9148578068	
5620	16	Kigoma	3	Kigoma District	Kigoma DC	1603120	41	1603041	Matyazo		Operating		33	Kalinzi	Kalinzi	Matyazo		Dispensary	FBO	Anglican	-4.613	29.7408	
5621	16	Kigoma	3	Kigoma District	Kigoma DC	1603123	42	1603042	Mgambazi		Operating		70	Buhingu	Igalula	Mgambazi		Dispensary	Government	LGA	-5.65522111298	30.0244966192	
5622	16	Kigoma	3	Kigoma District	Kigoma DC	1603124	43	1603043	Mgambo	Buhingu	Operating		34		Mgambo	Mgambo		Health Centre			-5.96667	29.86667	
5623	16	Kigoma	3	Kigoma District	Kigoma DC	1603125	44	1603044	Mganza		Operating		35	Nguruka	Mganza	Mganza		Dispensary	Government	LGA	-5.13862859337	30.8958859627	
5661	16	Kigoma	3	Kigoma District	Kigoma DC	1603292	83	1603083	Mgaraganza		Operating		75	Mwandiga	Kagongo	Mgaraganza		Dispensary	Government	LGA			
5662	16	Kigoma	3	Kigoma District	Kigoma DC	1603126	84	1603084	Mico-Uvinza	Muzdallifah	Operating				Uvinza	Uvinza		Dispensary					
5624	16	Kigoma	3	Kigoma District	Kigoma DC	1603128	45	1603045	Mkabogo		Operating		78	Kalinzi	Kalinzi	Mkabogo		Dispensary	Government	LGA	-4.63489086322	29.7774991777	
5625	16	Kigoma	3	Kigoma District	Kigoma DC	1603131	46	1603046	Mkigo		Operating		36	Kalinzi	Mkigo	Mkigo		Dispensary	Government	LGA	-4.53196235031	29.7796156655	
5626	16	Kigoma	3	Kigoma District	Kigoma DC	1603132	47	1603047	Mkongoro		Operating		37	Mahembe	Mkongolo	Mkongolo		Dispensary	Government	LGA	-4.6901	29.7141	
5627	16	Kigoma	3	Kigoma District	Kigoma DC	1603133	48	1603048	Mlela		Operating		38	Ilagala	Kandaga	Mlela		Dispensary	Government	LGA	-4.94091979722	29.9770942803	
5628	16	Kigoma	3	Kigoma District	Kigoma DC	1603136	49	1603049	Msimba		Operating		68	Mwandiga	Mungonya	Msimba		Dispensary	Government	LGA	-4.666667	29.583333	
5629	16	Kigoma	3	Kigoma District	Kigoma DC	1603137	50	1603050	Mtanga		Operating		39	Mwandiga	Kagongo	Mtanga		Dispensary	Government	LGA			
5630	16	Kigoma	3	Kigoma District	Kigoma DC	1603138	51	1603051	Mtego wa noti		Operating		40	Nguruka	Mtegowanoti	Mtegowanoti		Dispensary	Government	LGA	-5.00898483869	31.1219454193	
5663	16	Kigoma	3	Kigoma District	Kigoma DC		85	1603085	Muzdalifa		Operating			Nguruka				Dispensary	Private	Private			MoHSW
5631	16	Kigoma	3	Kigoma District	Kigoma DC	1603155	52	1603052	Mwakizega		Operating		41	Ilagala	Mwakizega	Ilagala		Dispensary	Government	LGA	-5.11667	29.81667	
5632	16	Kigoma	3	Kigoma District	Kigoma DC	1603156	53	1603053	Mwamgongo		Operating		42	Kalinzi	Mwamgongo	Mwamgongo		Health Centre	Government	LGA	-4.62125	29.63796	
5633	16	Kigoma	3	Kigoma District	Kigoma DC	1603157	54	1603054	Mwamila		Operating		43	Nguruka	Mwamila	Uvinza		Dispensary	Government	LGA			
5634	16	Kigoma	3	Kigoma District	Kigoma DC	1603158	55	1603055	Mwandiga		Operating		44	Mwandiga	Mwandiga	Mwandiga		Dispensary	Government	LGA	-4.8323	29.6581	
5635	16	Kigoma	3	Kigoma District	Kigoma DC	1603167	56	1603056	Nguruka RHC		Operating		46	Nguruka	Nguruka	Nguruka		Health Centre	Government	LGA	-5.10569	31.04596	
5636	16	Kigoma	3	Kigoma District	Kigoma DC	1603168	57	1603057	Nkonkwa		Operating		Not Allocated	Buhingu	Nkonkwa	Mgambo		Dispensary	Government	LGA	-6.11749967095	29.8740661424	
5637	16	Kigoma	3	Kigoma District	Kigoma DC	1603169	58	1603058	Nkungwe		Operating		47	Mahembe	Nkungwe	Mahembe		Dispensary	Government	LGA			
5638	16	Kigoma	3	Kigoma District	Kigoma DC	1603177	59	1603059	Nyamhoza		Operating		72	Mahembe	Nyamhoza	Bitale		Dispensary	Government	LGA			
5639	16	Kigoma	3	Kigoma District	Kigoma DC	1603178	60	1603060	Nyamoli		Operating	Not Registered (health post)	81	Ilagala	Nyamori	Ilagala		Dispensary	Government	LGA			
5640	16	Kigoma	3	Kigoma District	Kigoma DC	1603181	61	1603061	Nyanganga		Operating		48	Ilagala	Nyanganga	Kandaga		Dispensary	Government	LGA	-4.94091979722	29.9770942803	
5641	16	Kigoma	3	Kigoma District	Kigoma DC	1603183	62	1603062	Nyanza		Operating		49	Nguruka	Uvinza	Uvinza		Dispensary	Private	Private			
5642	16	Kigoma	3	Kigoma District	Kigoma DC	1603185	63	1603063	Nyarubanda		Operating		50	Kalinzi	Nyarubanda	Kalinzi		Dispensary	Government	LGA	-4.53196235031	29.7796156655	
5643	16	Kigoma	3	Kigoma District	Kigoma DC	1603193	64	1603064	Pamila		Operating		53	Mahembe	Pamila	Matendo		Dispensary	Government	LGA			
5644	16	Kigoma	3	Kigoma District	Kigoma DC	1603197	65	1603065	Rukoma		Operating		55	Buhingu	Rukoma	Igalula		Dispensary	Government	LGA	-6.07932346169	30.1455419548	
5645	16	Kigoma	3	Kigoma District	Kigoma DC	1603209	66	1603066	Sibwesa		Operating		57	Buhingu	Sibwesa	Kalya		Dispensary	Government	LGA	-6.35072339332	30.0745341752	
5646	16	Kigoma	3	Kigoma District	Kigoma DC	1603210	67	1603067	Sigunga		Operating		58	Buhingu	Sigunga	Sigunga		Dispensary	Government	LGA	-5.65522111298	30.0244966192	
5647	16	Kigoma	3	Kigoma District	Kigoma DC	1603211	68	1603068	Simbo		Operating		59	Ilagala	Simbo	Simbo		Dispensary	Government	LGA	-4.88333	29.73333	
5664	16	Kigoma	3	Kigoma District	Kigoma DC		86	1603086	Songambele		Operating			Ilagala				Dispensary	Government	LGA			MoHSW
5648	16	Kigoma	3	Kigoma District	Kigoma DC	1603212	69	1603069	Sunuka		Operating		60	Ilagala	Sunuka	Sunuka		Dispensary	Government	LGA	-5.28907290288	30.0430078829	
5654	16	Kigoma	3	Kigoma District	Kigoma DC		76	1603076	Tumaini		Operating			Kalinzi				Dispensary	Private	Private			MoHSW
5649	16	Kigoma	3	Kigoma District	Kigoma DC		71	1603071	Uvinza		Operating		61	Nguruka	Uvinza	Uvinza		Dispensary	Government	LGA			
5665	16	Kigoma	3	Kigoma District	Kigoma DC		87	1603087	Uvinza		Operating		85		Uvinza	Uvinza		Health Centre	Government	LGA			MoHSW
5650	16	Kigoma	3	Kigoma District	Kigoma DC	1603218	72	1603072	Zashe		Operating		74	Kalinzi	Zashe	Kagunga		Dispensary	Government	LGA	-4.51667	29.65	
5669	16	Kigoma	4	Kigoma District	Kigoma MC	1604001	1	1604001	24 KJ		Operating		13		Mwanga Kusini	Vamia		Dispensary	Government	TPDF	-4.89329	29.63607	
5670	16	Kigoma	4	Kigoma District	Kigoma MC	1604004	2	1604002	Bangwe		Operating		4	Kigoma Kaskazini	Kigoma Bangwe	Buteko		Dispensary	Government	LGA	-4.90673	29.61341	
5671	16	Kigoma	4	Kigoma District	Kigoma MC	1604005	3	1604003	Baptist		Operating		5	Kigoma Kaskazini	Katubuka	Uwanja wa Ndege		Hospital	FBO	FBO	-4.88575	29.65847	
5672	16	Kigoma	4	Kigoma District	Kigoma MC	1604012	4	1604004	Buhanda		Operating		6	Kigoma Kusini	Buhanda	Mgeo		Dispensary	Government	LGA	-4.86355	29.66628	
5673	16	Kigoma	4	Kigoma District	Kigoma MC	1604018	5	1604005	Businde		Operating		7	Kigoma Kusini	Businde	Msufini		Dispensary	Government	LGA	-4.88082	29.67843	
5674	16	Kigoma	4	Kigoma District	Kigoma MC	1604029	6	1604006	Gungu		Operating		9	Kigoma Kaskazini	Gungu	Kikunku		Health Centre	Government	LGA	-4.85982	29.63718	
5675	16	Kigoma	4	Kigoma District	Kigoma MC	1604035	7	1604007	Huruma		Operating		25	Kigoma Kaskazini	Mwanga Kaskazini	Kisangani		Dispensary	Private	Private	-4.88844	29.6427	
5676	16	Kigoma	4	Kigoma District	Kigoma MC		8	1604008	Jibu lenu		Operating		Not Allocated	Kigoma Kaskazini	Kibirizi	Butunga		Dispensary	Private	Private			
5678	16	Kigoma	4	Kigoma District	Kigoma MC	164015	10	1604010	Kigoma	Maweni	Operating		Not Allocated	Kigoma Kaskazini	Buzebazeba	Burega		Hospital	Government	LGA	-4.88951	29.61871	
5677	16	Kigoma	4	Kigoma District	Kigoma MC	1604090	9	1604009	Kigoma		Operating		11	Kigoma Kaskazini	Kigoma	Shede		Dispensary	Government	LGA	-4.88063	29.63253	
5679	16	Kigoma	4	Kigoma District	Kigoma MC	1604121	11	1604011	Kigoma International		Operating		12	Kigoma Kaskazini	Mwanga Kusini	Kilimahewa		Health Centre	Private	Private	-4.90106	29.65487	
5680	16	Kigoma	4	Kigoma District	Kigoma MC	1604091	12	1604012	Magereza		Operating		21	Kigoma Kaskazini	Bangwe	kamala		Dispensary	Government	Prisons	-4.89465	29.65045	
5681	16	Kigoma	4	Kigoma District	Kigoma MC	1604240	13	1604013	Msufini		Operating		31	Kigoma Kaskazini	Mwanga Kaskazini	Kisangani		Dispensary	Government	LGA	-4.88629	29.64491	
5689	16	Kigoma	4	Kigoma District	Kigoma MC		22	1604022	MUZDALLIFAH		Operating			Kigoma Kaskazini				Dispensary	Private	Private			MoHSW
5682	16	Kigoma	4	Kigoma District	Kigoma MC	1604151	14	1604014	Muzdarafah		Operating		29		Gungu	Masanga		Dispensary			-4.86104	29.64673	
5683	16	Kigoma	4	Kigoma District	Kigoma MC	1604160	15	1604015	Mwanga Center		Operating		23	Kigoma Kaskazini	Mwanga Kusini	Lumumba		Dispensary	Private	Private	-4.88634	29.64308	
5690	16	Kigoma	4	Kigoma District	Kigoma MC		23	1604023	POLICE		Operating			Kigoma Kaskazini	Bangwe	Kamala		Dispensary	Government	Police			MoHSW
5684	16	Kigoma	4	Kigoma District	Kigoma MC	1604202	17	1604017	Rusimbi		Operating		30	Kigoma Kusini	Rusimbi	Taifa		Dispensary	Government	LGA	-4.90069	29.67355	
5691	16	Kigoma	4	Kigoma District	Kigoma MC	1604204	24	1604024	Sayuni		Operating		27					Dispensary					
