SN	DISTRICT	DIVISION	WARD	VILLAGE	MITAA	Fname	FTYPE	OWNER	PLACE	OWNER2
3243	Chunya DC	Kipembawe	Kambikatoto	Kambikatoto		Kambikatoto	Dispensary	LGA	Rural	Public
3244	Chunya DC	Kipembawe	Mafyeko	Mafyeko		Mafyeko	Dispensary	LGA	Rural	Public
3245	Chunya DC	Kipembawe	Mafyeko	Bitimanyanga		Bitimanyanga	Dispensary	LGA	Rural	Public
3246	Chunya DC	Kipembawe	Lualaje	Lualaje		Lualaje	Dispensary	LGA	Rural	Public
3248	Chunya DC	Kipembawe	Lualaje	Mapogoro		Mapogoro	Dispensary	LGA	Rural	Public
3250	Chunya DC	Kiwanja	Chokaa	Kibaoni		Chunya	Hospital	LGA	Rural	Public
3251	Chunya DC	Kiwanja	Ifumbo	Ifumbo		Ifumbo	Dispensary	LGA	Rural	Public
3252	Chunya DC	Kiwanja	Chalangwa	Chalangwa		Chalangwa	Dispensary	LGA	Rural	Public
3253	Chunya DC	Kiwanja	Chalangwa	Sangambi		Sangambi	Dispensary	LGA	Rural	Public
3257	Chunya DC	Kiwanja	Makongolosi	Matundasi		Matundasi	Dispensary	LGA	Rural	Public
3258	Chunya DC	Kiwanja	Makongolosi	Mwaoga		Mwaoga	Dispensary	LGA	Rural	Public
3259	Chunya DC	Kiwanja	Makongolosi	Makongolosi		Makongolosi	Dispensary	LGA	Rural	Public
3260	Chunya DC	Kiwanja	Makongolosi	Makongolosi		Mwananchi	Dispensary	Private	Rural	Private
3261	Chunya DC	Kiwanja	Mbugani	Mbugani		Mbugani	Dispensary	LGA	Rural	Public
3264	Chunya DC	Kiwanja	Itewe	Soweto		Soweto	Dispensary	LGA	Rural	Public
3267	Chunya DC	Songwe	Mbuyuni	Mbuyuni		Mbuyuni	Health Centre	LGA	Rural	Public
3268	Chunya DC	Songwe	Mbuyuni	Ifuko		Ifuko	Dispensary	LGA	Rural	Public
3271	Chunya DC	Songwe	Namkukwe	Namkukwe		Namkukwe	Dispensary	LGA	Rural	Public
3275	Chunya DC	Songwe	Kanga	Kanga		Kanga	Dispensary	LGA	Rural	Public
3276	Chunya DC	Songwe	Kanga	Ifwenkenya		Ifwenkenya	Dispensary	LGA	Rural	Public
3277	Chunya DC	Songwe	Kanga	Tete		Tete	Dispensary	LGA	Rural	Public
3279	Chunya DC	Songwe	Galula	Galula		Galula	Dispensary	LGA	Rural	Public
3280	Chunya DC	Songwe	Galula	Magamba		Magamba	Dispensary	LGA	Rural	Public
3283	Chunya DC	Songwe	Totowe	Totowe		Totowe	Dispensary	LGA	Rural	Public
3284	Chunya DC	Songwe	Totowe	Totowe		Totowe	Health Centre	LGA	Rural	Public
3285	Chunya DC	Songwe	Totowe	Mpona		Mpona	Dispensary	LGA	Rural	Public
3288	Mbalali DC	Ilongo	Mahongole	Mahongole		Mahongole	Dispensary	LGA	Rural	Public
3289	Mbalali DC	Ilongo	Mahongole	Nsonyanga		Nsonyanga	Dispensary	LGA	Rural	Public
3290	Mbalali DC	Ilongo	Mahongole	Mhwela		Mhwela	Dispensary	Assemblies of God	Rural	Faith-Based
3295	Mbalali DC	Ilongo	Ruiwa	Ruiwa		Ruiwa	Dispensary	LGA	Rural	Public
3298	Mbalali DC	Ilongo	Ruiwa	Wimba		Wimba Mahango	Dispensary	LGA	Rural	Public
3302	Mbalali DC	Ilongo	Igurusi	Igurusi		Igurusi	Dispensary		Rural	TBD
3303	Mbalali DC	Ilongo	Igurusi	Uhambule		Uhambule	Dispensary	LGA	Rural	Public
3304	Mbalali DC	Ilongo	Igurusi	Kongolo Mswiswi		Kongolo Mswiswi	Dispensary	Parastatal	Rural	Public
3309	Mbalali DC	Ilongo	Utengule/usangu	Utengule Usangu		Utengule Med Consultant	Dispensary	Private	Rural	Private
3310	Mbalali DC	Ilongo	Utengule/usangu	Simike		Simike	Dispensary	LGA	Rural	Public
3311	Mbalali DC	Ilongo	Utengule/usangu	Magulula		Utengule Usangu	Health Centre	LGA	Rural	Public
3312	Mbalali DC	Ilongo	Utengule/usangu	Madundasi		Madundasi	Dispensary	Lutheran	Rural	Faith-Based
3313	Mbalali DC	Ilongo	Utengule/usangu	Ukwaheri		Ukwaheri	Dispensary	LGA	Rural	Public
3315	Mbalali DC	Ilongo	Utengule/usangu	Mahango Mswiswi		Mahango Mswiswi	Dispensary	LGA	Rural	Public
3320	Mbalali DC	Ilongo	Chimala	Muwale		Chimala	Hospital	Religious	Rural	Faith-Based
3321	Mbalali DC	Ilongo	Chimala	Isutu		Isitu	Dispensary	LGA	Rural	Public
3322	Mbalali DC	Ilongo	Chimala	Ihahi		Ihahi	Dispensary	Lutheran	Rural	Faith-Based
3323	Mbalali DC	Ilongo	Chimala	Mwaluma		Chosi A	Dispensary		Rural	TBD
3328	Mbalali DC	Ilongo	Chimala	Kapunga		Kapunga	Dispensary	Parastatal NAFCO	Rural	Public
3333	Mbalali DC	Rujewa	Rujewa	Rujewa		Rujewa	Dispensary	BAKWATA	Rural	Private
3334	Mbalali DC	Rujewa	Rujewa	Igomelo		Igawa	Dispensary	LGA	Rural	Public
3335	Mbalali DC	Rujewa	Rujewa	Nyeregete		Nyeregete	Dispensary	LGA	Rural	Public
3345	Mbalali DC	Rujewa	Ubaruku	Ubaruku		St Magreth	Dispensary	Anglican	Rural	Faith-Based
3346	Mbalali DC	Rujewa	Ubaruku	Mkombwe		A and A	Dispensary	Private	Rural	Private
3347	Mbalali DC	Rujewa	Ubaruku	Utyego		Ubaruku	Dispensary		Rural	TBD
3348	Mbalali DC	Rujewa	Ubaruku	Mwakangaga		Ujewa	Dispensary	Roman Catholic	Rural	Faith-Based
3350	Mbalali DC	Rujewa	Ubaruku	Urunda		Mbarali	Dispensary	Parastatal NAFCO	Rural	Public
3353	Mbalali DC	Rujewa	Ubaruku	Imalilo Songwe		Imali Songwe	Dispensary	LGA	Rural	Public
3355	Mbalali DC	Rujewa	Mapogoro	Uturo		Uturo	Dispensary	LGA	Rural	Public
3356	Mbalali DC	Rujewa	Mapogoro	Mbuyuni		Mbuyuni	Dispensary	LGA	Rural	Public
3357	Mbalali DC	Rujewa	Mapogoro	Ukwavila		Ukwavila	Dispensary	LGA	Rural	Public
3358	Mbalali DC	Rujewa	Mapogoro	Madabaga		Madabaga	Health Centre	LGA	Rural	Public
3359	Mbalali DC	Rujewa	Mapogoro	Itamba		Itamba	Dispensary	LGA	Rural	Public
3360	Mbalali DC	Rujewa	Mapogoro	Msesule		Msesule	Dispensary	LGA	Rural	Public
3361	Mbalali DC	Rujewa	Madibira	Mahango		Madibira	Health Centre	LGA	Rural	Public
3362	Mbalali DC	Rujewa	Madibira	Ikoga		Ikoga	Dispensary	Parastatal	Rural	Public
3363	Mbalali DC	Rujewa	Madibira	Nyamakuyu		Nyamakuyu	Dispensary	LGA	Rural	Public
3364	Mbalali DC	Rujewa	Madibira	Mkunywa		Madibira Small Holder	Dispensary	LGA	Rural	Public
3365	Mbalali DC	Rujewa	Madibira	Mkunywa		Madibira Mission	Dispensary	Roman Catholic	Rural	Faith-Based
3366	Mbalali DC	Rujewa	Madibira	Mapogoro		Mapogoro	Dispensary	LGA	Rural	Public
3372	Mbalali DC	Rujewa	Mawindi	Kangaga		Kangaga	Dispensary	Lutheran	Rural	Faith-Based
3373	Mbalali DC	Rujewa	Mawindi	Isunurra		Isunura	Dispensary	LGA	Rural	Public
3374	Mbalali DC	Rujewa	Mawindi	Itipingi		Mawindi	Dispensary	LGA	Rural	Public
3375	Mbalali DC	Rujewa	Mawindi	Luwango		Luwango	Dispensary	LGA	Rural	Public
3376	Mbalali DC	Rujewa	Mawindi	Manienga		Manienga	Dispensary	LGA	Rural	Public
3377	Mbalali DC	Rujewa	Mawindi	Matemela		Matemela	Dispensary	LGA	Rural	Public
3378	Mbalali DC	Rujewa	Mawindi	Igunda		Muungano	Dispensary	LGA	Rural	Public
3379	Mbalali DC	Rujewa	Mawindi	Ipwani		Ipwani	Dispensary	LGA	Rural	Public
3386	Kyela DC	Unyakyusa	Ikolo	Kilasilo		Kilasilo	Dispensary	LGA	Rural	Public
3387	Kyela DC	Unyakyusa	Ikolo	Ikolo		Ikolo	Dispensary	LGA	Rural	Public
3388	Kyela DC	Unyakyusa	Ikolo	Lupembe		Lupembe	Dispensary	LGA	Rural	Public
3391	Kyela DC	Unyakyusa	Katumba/songwe	Katumba Songwe		Katumba Songwe	Dispensary	LGA	Rural	Public
3392	Kyela DC	Unyakyusa	Katumba/songwe	Njisi		Njisi	Dispensary	LGA	Rural	Public
3393	Kyela DC	Unyakyusa	Katumba/songwe	Ndwanga		Ndwanga	Dispensary	LGA	Rural	Public
3395	Kyela DC	Unyakyusa	Katumba/songwe	Kabanga		Kabanga	Dispensary	LGA	Rural	Public
3397	Kyela DC	Unyakyusa	Ngana	Ngana		Ngana	Dispensary	LGA	Rural	Public
3398	Kyela DC	Unyakyusa	Ngana	Mwalisi		Mwalisi	Dispensary		Rural	TBD
3399	Kyela DC	Unyakyusa	Ngana	Ushirika		Ushirika	Dispensary	LGA	Rural	Public
3400	Kyela DC	Unyakyusa	Ngana	Kasumulu		Kasumulu	Dispensary	LGA	Rural	Public
3402	Kyela DC	Unyakyusa	Busale	Lema		Lema	Dispensary	LGA	Rural	Public
3403	Kyela DC	Unyakyusa	Busale	Busale		Busale	Dispensary	LGA	Rural	Public
3405	Kyela DC	Unyakyusa	Busale	Itope		Itope	Dispensary	LGA	Rural	Public
3406	Kyela DC	Unyakyusa	Busale	Ikomelo		Kiwira Coal and Power	Dispensary	LGA	Rural	Public
3407	Kyela DC	Unyakyusa	Busale	Kandete		Kandete	Dispensary	LGA	Rural	Public
3410	Kyela DC	Unyakyusa	Ngonga	Ngonga		Ngonga	Dispensary	LGA	Rural	Public
3414	Kyela DC	Unyakyusa	Ngonga	Itete		Itete	Dispensary	LGA	Rural	Public
3415	Kyela DC	Unyakyusa	Bujonde	Bujonde		Bujonde	Dispensary	LGA	Rural	Public
3416	Kyela DC	Unyakyusa	Bujonde	Isanga		Isanga	Dispensary	LGA	Rural	Public
3420	Kyela DC	Unyakyusa	Kajunjumele	Kajunjumele		Kajunjumele	Dispensary	LGA	Rural	Public
3422	Kyela DC	Unyakyusa	Kajunjumele	Buloma		Buloma	Dispensary	LGA	Rural	Public
3426	Kyela DC	Unyakyusa	Kyela Mjini	Kyela Kati		Kyela Kati	Hospital	LGA	Rural	Public
3428	Kyela DC	Unyakyusa	Kyela Mjini	Kyela Kati		Kyela Kati	Dispensary	Religious	Rural	Faith-Based
3430	Kyela DC	Unyakyusa	Kyela Mjini	Itunge		Itunge	Dispensary	LGA	Rural	Public
3431	Kyela DC	Unyakyusa	Kyela Mjini	Nkuyu		Nkuyu	Dispensary	LGA	Rural	Public
3433	Kyela DC	Ntebela	Makwale	Makwale		Makwale	Dispensary	LGA	Rural	Public
3434	Kyela DC	Ntebela	Makwale	Makwale		Uhai Batist	Dispensary	Religious	Rural	Faith-Based
3435	Kyela DC	Ntebela	Makwale	Ndobo		Ndobo	Dispensary	LGA	Rural	Public
3436	Kyela DC	Ntebela	Makwale	Mahenge		Mahenge	Dispensary	Lutheran	Rural	Faith-Based
3438	Kyela DC	Ntebela	Makwale	Mpunguti		Mpunguti	Dispensary	LGA	Rural	Public
3443	Kyela DC	Ntebela	Makwale	Ngeleka		Ngeleka	Health Centre	LGA	Rural	Public
3444	Kyela DC	Ntebela	Mwaya	Tenende		Tenende	Dispensary	LGA	Rural	Public
3445	Kyela DC	Ntebela	Mwaya	Lugombo		Lugombo	Dispensary	LGA	Rural	Public
3446	Kyela DC	Ntebela	Mwaya	Kapamisya		Kapamisya	Dispensary	LGA	Rural	Public
3449	Kyela DC	Ntebela	Mwaya	Ndola		Ndola	Dispensary	LGA	Rural	Public
3451	Kyela DC	Ntebela	Matema	Matema		Matema	Hospital	Lutheran	Rural	Faith-Based
3452	Kyela DC	Ntebela	Matema	Ikombe		Ikombe	Dispensary	LGA	Rural	Public
3454	Kyela DC	Ntebela	Matema	Mbabu		Mababu	Dispensary	LGA	Rural	Public
3455	Kyela DC	Ntebela	Lusungo	Lukwego		Lukwego	Dispensary	LGA	Rural	Public
3460	Kyela DC	Ntebela	Ipinda	Ipinda		Ipinda	Health Centre	LGA	Rural	Public
3461	Kyela DC	Ntebela	Ipinda	Ngamanga		Ngamanga	Dispensary	Lutheran	Rural	Faith-Based
3464	Kyela DC	Ntebela	Ipinda	Kisale		Kisale	Dispensary	LGA	Rural	Public
3471	Kyela DC	Ntebela	Ipande	Ipande		Ipande	Dispensary	LGA	Rural	Public
3472	Kyela DC	Ntebela	Ipande	Njugilo		Njugilo	Dispensary	LGA	Rural	Public
3473	Kyela DC	Ntebela	Ipande	Lutusyo		Lutusyo	Dispensary	LGA	Rural	Public
3475	Kyela DC	Ntebela	Ipande	Mbula		Mbula	Health Centre	LGA	Rural	Public
3476	Kyela DC	Ntebela	Ipande	Sinyanga		Sinyanga	Dispensary	LGA	Rural	Public
3482	Kyela DC	Ntebela	Ikama	Ilopa		Ilopa	Dispensary	LGA	Rural	Public
3483	Kyela DC	Ntebela	Ikama	Fubu		Ikama	Dispensary	LGA	Rural	Public
3484	Kyela DC	Ntebela	Ikama	Mwambusye		Mwambusye	Dispensary	LGA	Rural	Public
3491	Kyela DC	Ntebela	Lusungo	Lusungo		Lusungo	Dispensary	LGA	Rural	Public
3495	Rungwe DC	Ukukwe	Katumba	Katumba		Katumba II	Dispensary	LGA	Rural	Public
3496	Rungwe DC	Ukukwe	Katumba	Katumba		Ibigi	Dispensary	Private	Rural	Private
3497	Rungwe DC	Ukukwe	Katumba	Katumba		Njisi	Dispensary	Private	Rural	Private
3498	Rungwe DC	Ukukwe	Katumba	Itagata		Itagata	Dispensary	LGA	Rural	Public
3499	Rungwe DC	Ukukwe	Katumba	Ikama		Ikama	Dispensary	LGA	Rural	Public
3501	Rungwe DC	Ukukwe	Suma	Suma		Suma	Dispensary	LGA	Rural	Public
3502	Rungwe DC	Ukukwe	Suma	Nditu		Nditu	Dispensary	LGA	Rural	Public
3503	Rungwe DC	Ukukwe	Suma	Masebe		Masebe	Dispensary	Seventh Day Adventists	Rural	Faith-Based
3510	Rungwe DC	Ukukwe	Nkunga	Mboya		Kibwe	Dispensary	Prisons	Rural	Public
3511	Rungwe DC	Ukukwe	Nkunga	Ibililo		Ibililo	Dispensary	LGA	Rural	Public
3512	Rungwe DC	Ukukwe	Nkunga	Lupepo		Lupepo	Dispensary	LGA	Rural	Public
3514	Rungwe DC	Ukukwe	Nkunga	Nkunga		Nkunga	Dispensary	LGA	Rural	Public
3515	Rungwe DC	Ukukwe	Kyimo	Kyimo		Kyimo	Dispensary	LGA	Rural	Public
3520	Rungwe DC	Ukukwe	Lufingo	Kalolo		Lufingo	Dispensary	LGA	Rural	Public
3521	Rungwe DC	Ukukwe	Lufingo	Ilalabwe		Ilalabwe	Dispensary	LGA	Rural	Public
3522	Rungwe DC	Ukukwe	Lufingo	Lugombo		Lugombe	Dispensary	LGA	Rural	Public
3523	Rungwe DC	Ukukwe	Lufingo	Simike		Simike	Dispensary	LGA	Rural	Public
3527	Rungwe DC	Ukukwe	Malindo	Makandana		Tukuyu	Hospital	LGA	Rural	Public
3528	Rungwe DC	Ukukwe	Malindo	Kapugi		Kapugi	Dispensary	LGA	Rural	Public
3531	Rungwe DC	Ukukwe	Malindo	Igalamu		Igalam	Dispensary	LGA	Rural	Public
3532	Rungwe DC	Ukukwe	Kiwira	Mpandapanda		Kiwira	Dispensary	LGA	Rural	Public
3533	Rungwe DC	Ukukwe	Kiwira	Mpandapanda		Kiwira	Dispensary	Private	Rural	Private
3534	Rungwe DC	Ukukwe	Kiwira	Ilolo		Ilolo	Dispensary	LGA	Rural	Public
3535	Rungwe DC	Ukukwe	Kiwira	Ilolo		Rungwe Mission	Dispensary	Religious	Rural	Faith-Based
3539	Rungwe DC	Ukukwe	Ikuti	Ikuti		Ikuti	Health Centre	LGA	Rural	Public
3541	Rungwe DC	Ukukwe	Ikuti	Kyobo		Kyobo	Dispensary	LGA	Rural	Public
3542	Rungwe DC	Ukukwe	Ikuti	Lyenje		Kakindu	Dispensary	LGA	Rural	Public
3544	Rungwe DC	Ukukwe	Isongole	Idweli		Isongole	Dispensary	LGA	Rural	Public
3545	Rungwe DC	Ukukwe	Isongole	Ndaga		Ndaga	Dispensary	LGA	Rural	Public
3546	Rungwe DC	Ukukwe	Isongole	Ngumbulu		Ngumbulu	Dispensary	LGA	Rural	Public
3552	Rungwe DC	Ukukwe	Kinyala	Lukata		Igogwe	Hospital	Roman Catholic	Rural	Faith-Based
3553	Rungwe DC	Ukukwe	Kinyala	Swaya		Swaya	Dispensary	LGA	Rural	Public
3554	Rungwe DC	Ukukwe	Kinyala	Kipande		Kipande	Dispensary	LGA	Rural	Public
3561	Rungwe DC	Ukukwe	Kabula	Mpata		Mpata	Dispensary	Lutheran	Rural	Faith-Based
3562	Rungwe DC	Ukukwe	Kabula	Kanyelele		Kanyelele	Dispensary	LGA	Rural	Public
3563	Rungwe DC	Ukukwe	Kabula	Ndembo		Manow	Dispensary	Lutheran	Rural	Faith-Based
3570	Rungwe DC	Busokela	Lufilyo	Kipapa		Lufilyo	Dispensary	LGA	Rural	Public
3573	Rungwe DC	Busokela	Lwanga	Mbigili		Mbigili	Dispensary	Lutheran	Rural	Faith-Based
3574	Rungwe DC	Busokela	Lwanga	Lukasi		Lukasi	Dispensary	LGA	Rural	Public
3576	Rungwe DC	Busokela	Lwanga	Ikama/mbande		Ikama	Dispensary	LGA	Rural	Public
3577	Rungwe DC	Busokela	Kandete	Ndala		Ndala	Dispensary	LGA	Rural	Public
3578	Rungwe DC	Busokela	Kandete	Kandete		Mwakaleli	Health Centre	LGA	Rural	Public
3583	Rungwe DC	Busokela	Kisegese	Kasyabone		Kasyabone	Dispensary	Lutheran	Rural	Faith-Based
3585	Rungwe DC	Busokela	Kisegese	Kisegese		Kisegese	Dispensary	LGA	Rural	Public
3587	Rungwe DC	Busokela	Lupata	Lupata		Lupata	Dispensary	LGA	Rural	Public
3588	Rungwe DC	Busokela	Lupata	Mpanda		Mpanda	Dispensary	LGA	Rural	Public
3594	Rungwe DC	Busokela	Luteba	Luteba		Luteba	Dispensary	LGA	Rural	Public
3598	Rungwe DC	Busokela	Itete	Kibembe		Itete	Hospital	Lutheran	Rural	Faith-Based
3599	Rungwe DC	Busokela	Itete	Kibole		Kibole	Dispensary	LGA	Rural	Public
3602	Rungwe DC	Busokela	Mpombo	Lusanje		Lusanje	Dispensary	LGA	Rural	Public
3607	Rungwe DC	Busokela	Isange	Isange		Isange	Dispensary	LGA	Rural	Public
3611	Rungwe DC	Pakati	Kambasegela	Kapula Mpunguti		Ntaba	Dispensary	Lutheran	Rural	Faith-Based
3612	Rungwe DC	Pakati	Kambasegela	Kambasegela		Kambasegela	Dispensary	LGA	Rural	Public
3617	Rungwe DC	Pakati	Mpuguso	Mpuguso		Amani	Dispensary	Private	Rural	Private
3622	Rungwe DC	Pakati	Kisondela	Lutete		Lutete	Dispensary	LGA	Rural	Public
3623	Rungwe DC	Pakati	Kisondela	Ndubi		Kisa	Health Centre	Roman Catholic	Rural	Faith-Based
3624	Rungwe DC	Pakati	Kisondela	Mpuga		Mpuga	Dispensary	LGA	Rural	Public
3628	Rungwe DC	Pakati	Masukulu	Masukulu		Masukulu	Health Centre	LGA	Rural	Public
3637	Rungwe DC	Pakati	Kisiba	Busisya		Masoko	Dispensary	LGA	Rural	Public
3641	Rungwe DC	Pakati	Masoko	Ntandabala		Kalebela	Dispensary	Roman Catholic	Rural	Faith-Based
3645	Rungwe DC	Pakati	Masoko	Ngaseke		Ngaseke	Dispensary	LGA	Rural	Public
3649	Rungwe DC	Pakati	Bujela	Bujela		Bujela	Dispensary		Rural	TBD
3654	Rungwe DC	Pakati	Ilima	Ilima		Ilima	Dispensary	LGA	Rural	Public
3655	Rungwe DC	Pakati	Ilima	Ngujubwaje A		Masebe	Dispensary	LGA	Rural	Public
3656	Rungwe DC	Pakati	Ilima	Katundulu		Katundulu	Dispensary	LGA	Rural	Public
3667	Rungwe DC	Tukuyu	Bulyaga	Bulyaga Juu -street		Ushauri	Clinic	Private	Rural	Private
3668	Rungwe DC	Tukuyu	Bulyaga	Bulyaga Kati -street		Tukuyu	Dispensary	Prisons	Rural	Public
3669	Rungwe DC	Tukuyu	Bulyaga	Igamba		Tukuyu	Health Centre	Lutheran	Rural	Faith-Based
3674	Mbozi DC	Kamsamba	Chilulumo	Chilulumo		Chilulumo	Dispensary	LGA	Rural	Public
3675	Mbozi DC	Kamsamba	Chilulumo	Mkulwe		Mkulwe	Health Centre	Roman Catholic	Rural	Faith-Based
3679	Mbozi DC	Kamsamba	Chilulumo	Chuo		Chuo	Dispensary	LGA	Rural	Public
3682	Mbozi DC	Kamsamba	Kamsamba	Kamsamba		Kamsamba	Health Centre	LGA	Rural	Public
3683	Mbozi DC	Kamsamba	Kamsamba	Mpapa		Mpapa	Dispensary	LGA	Rural	Public
3688	Mbozi DC	Kamsamba	Kamsamba	Kasanu		Kasanu	Dispensary	LGA	Rural	Public
3689	Mbozi DC	Kamsamba	Ivuna	Ivuna		Ivuna	Dispensary	LGA	Rural	Public
3690	Mbozi DC	Kamsamba	Ivuna	Ntungwa		Ntungwa	Dispensary	LGA	Rural	Public
3693	Mbozi DC	Kamsamba	Ivuna	Mkomba		Mkomba	Dispensary	LGA	Rural	Public
3695	Mbozi DC	Igamba	Nambinzo	Nkanga		Nkanga	Health Centre	Religious	Rural	Faith-Based
3696	Mbozi DC	Igamba	Nambinzo	Nambinzo		Nambinzo	Dispensary	LGA	Rural	Public
3697	Mbozi DC	Igamba	Nambinzo	Utambalila		Utambale	Dispensary	LGA	Rural	Public
3698	Mbozi DC	Igamba	Nambinzo	Isenzanya		Isenzanya	Dispensary	LGA	Rural	Public
3699	Mbozi DC	Igamba	Nambinzo	Shitungulu		Shitunda	Dispensary	LGA	Rural	Public
3700	Mbozi DC	Igamba	Itaka	Itaka		Itaka	Health Centre	LGA	Rural	Public
3701	Mbozi DC	Igamba	Itaka	Bara		Bara Mission	Dispensary	Roman Catholic	Rural	Faith-Based
3703	Mbozi DC	Igamba	Itaka	Ikonya		Ikonya	Dispensary	LGA	Rural	Public
3706	Mbozi DC	Igamba	Itaka	Hamwelo		Hamwelo	Dispensary	LGA	Rural	Public
3710	Mbozi DC	Igamba	Igamba	Mbozi		Mbozi Mission	Hospital	Religious	Rural	Faith-Based
3711	Mbozi DC	Igamba	Igamba	Igamba		Igamba	Dispensary	LGA	Rural	Public
3717	Mbozi DC	Igamba	Isansa	Magamba		Magamba	Dispensary	LGA	Rural	Public
3718	Mbozi DC	Igamba	Isansa	Isansa		Isansa	Dispensary	LGA	Rural	Public
3719	Mbozi DC	Igamba	Isansa	Isansa		Isansa	Health Centre	LGA	Rural	Public
3720	Mbozi DC	Igamba	Isansa	Itumpi		Itumpi	Dispensary	LGA	Rural	Public
3724	Mbozi DC	Igamba	Isansa	Nansama		Nansama	Dispensary	LGA	Rural	Public
3727	Mbozi DC	Igamba	Msia	Msia		Msia	Dispensary	LGA	Rural	Public
3728	Mbozi DC	Igamba	Msia	Isalalo		Isalalo	Dispensary	LGA	Rural	Public
3734	Mbozi DC	Igamba	Halungu	Halungu		Halungu	Dispensary	LGA	Rural	Public
3735	Mbozi DC	Igamba	Halungu	Hampangala		Hampangala	Dispensary	LGA	Rural	Public
3736	Mbozi DC	Igamba	Halungu	Halambo		Halambo	Dispensary	LGA	Rural	Public
3739	Mbozi DC	Iyula	Iyula	Iyula		Iyula	Health Centre	LGA	Rural	Public
3740	Mbozi DC	Iyula	Igale	Igale		Igale	Dispensary	LGA	Rural	Public
3741	Mbozi DC	Iyula	Idunda	Idunda		Idunda	Dispensary	LGA	Rural	Public
3742	Mbozi DC	Iyula	Idiwili	Idiwili		Idiwili	Dispensary	LGA	Rural	Public
3743	Mbozi DC	Iyula	Ilomba	Ilomba		Ilomba	Dispensary	LGA	Rural	Public
3744	Mbozi DC	Iyula	Ipyana	Ipyana		Ipyana	Dispensary	LGA	Rural	Public
3745	Mbozi DC	Iyula	Malangali	Malangali		Mlangali	Dispensary	LGA	Rural	Public
3751	Mbozi DC	Iyula	Myovizi	Myovizi		Myovizi	Dispensary	LGA	Rural	Public
3752	Mbozi DC	Iyula	Myovizi	Ichesa		Ichesa	Dispensary	LGA	Rural	Public
3753	Mbozi DC	Iyula	Myovizi	Maenje		Maenje	Dispensary	LGA	Rural	Public
3757	Mbozi DC	Iyula	Ruanda	Senjele		Senjele	Dispensary	LGA	Rural	Public
3758	Mbozi DC	Iyula	Ruanda	Songwe		Songwe	Dispensary	LGA	Rural	Public
3759	Mbozi DC	Iyula	Ruanda	Lumbila		Ruanda	Dispensary	LGA	Rural	Public
3762	Mbozi DC	Iyula	Ruanda	Nanyala		Nanyala	Dispensary	LGA	Rural	Public
3765	Mbozi DC	Msangano	Msangano	Msangano		Msangano	Dispensary	LGA	Rural	Public
3766	Mbozi DC	Msangano	Msangano	Chindi		Chindi	Dispensary	LGA	Rural	Public
3769	Mbozi DC	Msangano	Chitete	Chitete		Chitete	Dispensary	LGA	Rural	Public
3771	Mbozi DC	Msangano	Chitete	Naming'ongo		Naming'ongo	Dispensary	LGA	Rural	Public
3776	Mbozi DC	Vwawa	Nyimbili	Nyimbili		Nyimbili	Dispensary	LGA	Rural	Public
3777	Mbozi DC	Vwawa	Nyimbili	Hezya		Hezya	Dispensary	LGA	Rural	Public
3778	Mbozi DC	Vwawa	Nyimbili	Hantesya		Hantesya	Dispensary	LGA	Rural	Public
3779	Mbozi DC	Vwawa	Nyimbili	Masangula		Masangula	Dispensary	LGA	Rural	Public
3780	Mbozi DC	Vwawa	Nyimbili	Namwangwa		Namwangwa	Dispensary	LGA	Rural	Public
3781	Mbozi DC	Vwawa	Nyimbili	Mpanda		Mpanda	Dispensary	LGA	Rural	Public
3784	Mbozi DC	Vwawa	Vwawa	Vwawa		Vwawa	Hospital	LGA	Rural	Public
3785	Mbozi DC	Vwawa	Vwawa	Vwawa		Hosea	Dispensary		Rural	TBD
3786	Mbozi DC	Vwawa	Vwawa	Old Vwawa		Ilasi I	Health Centre		Rural	TBD
3787	Mbozi DC	Vwawa	Vwawa	Old Vwawa		Mbaya Family	Dispensary		Rural	TBD
3788	Mbozi DC	Vwawa	Vwawa	Old Vwawa		Sifika	Health Centre		Rural	TBD
3789	Mbozi DC	Vwawa	Vwawa	Sokoni		Muungano	Dispensary	LGA	Rural	Public
3790	Mbozi DC	Vwawa	Vwawa	Hasamba		Hasamba	Dispensary	Roman Catholic	Rural	Faith-Based
3793	Mbozi DC	Vwawa	Vwawa	Isangu		Isangu	Dispensary	LGA	Rural	Public
3795	Mbozi DC	Vwawa	Vwawa	Ukwile		Isandula A	Dispensary	LGA	Rural	Public
3797	Mbozi DC	Vwawa	Isandula	Isandula		Isandula B	Dispensary	LGA	Rural	Public
3798	Mbozi DC	Vwawa	Isandula	Isandula		Mpemba Mission	Dispensary	Roman Catholic	Rural	Faith-Based
3804	Mbozi DC	Vwawa	Ihanda	Ipunga		Ipunga	Dispensary	LGA	Rural	Public
3805	Mbozi DC	Vwawa	Ihanda	Ihanda		Ihanda	Dispensary	LGA	Rural	Public
3806	Mbozi DC	Vwawa	Ihanda	Mpela		Mpela	Dispensary	LGA	Rural	Public
3814	Mbozi DC	Vwawa	Mlowo	Mlowo		Mlowo	Dispensary	Roman Catholic	Rural	Faith-Based
3815	Mbozi DC	Vwawa	Mlowo	Mlowo- Majengo		Mlowo	Dispensary	LGA	Rural	Public
